rank	finalWorth																																	
721	3900																																	
721	3900																																	
721	3900																																	
721	3900																																	
721	3900																																	
721	3900																																	
721	3900																																	
721	3900																																	
748	3800																																	
748	3800																																	
748	3800																																	
748	3800																																	
748	3800																																	
748	3800																																	
748	3800																																	
748	3800																																	
748	3800																																	
748	3800																																	
748	3800																																	
748	3800																																	
748	3800																																	
748	3800																																	
748	3800																																	
748	3800																																	
748	3800																																	
748	3800																																	
766	3700																																	
766	3700																																	
766	3700																																	
766	3700																																	
766	3700																																	
766	3700																																	
766	3700																																	
766	3700																																	
766	3700																																	
766	3700																																	
766	3700																																	
766	3700																																	
766	3700																																	
766	3700																																	
766	3700																																	
766	3700																																	
766	3700																																	
766	3700																																	
766	3700																																	
766	3700																																	
766	3700																																	
787	3600																																	
787	3600																																	
787	3600																																	
787	3600																																	
787	3600																																	
787	3600																																	
787	3600																																	
787	3600																																	
787	3600																																	
787	3600																																	
787	3600																																	
787	3600																																	
787	3600																																	
787	3600																																	
787	3600																																	
787	3600																																	
787	3600																																	
787	3600																																	
787	3600																																	
787	3600																																	
787	3600																																	
787	3600																																	
787	3600																																	
787	3600																																	
787	3600																																	
787	3600																																	
787	3600																																	
787	3600																																	
787	3600																																	
787	3600																																	
787	3600																																	
818	3500																																	
818	3500																																	
818	3500																																	
818	3500																																	
818	3500																																	
818	3500																																	
818	3500																																	
818	3500																																	
818	3500																																	
818	3500																																	
818	3500																																	
818	3500																																	
818	3500																																	
818	3500																																	
818	3500																																	
818	3500																																	
818	3500																																	
818	3500																																	
818	3500																																	
818	3500																																	
818	3500																																	
818	3500																																	
818	3500																																	
818	3500																																	
818	3500																																	
818	3500																																	
818	3500																																	
818	3500																																	
818	3500																																	
818	3500																																	
818	3500																																	
818	3500																																	
818	3500																																	
818	3500																																	
852	3400																																	
852	3400																																	
852	3400																																	
852	3400																																	
852	3400																																	
852	3400																																	
852	3400																																	
852	3400																																	
852	3400																																	
852	3400																																	
852	3400																																	
852	3400																																	
852	3400																																	
852	3400																																	
852	3400																																	
852	3400																																	
852	3400																																	
852	3400																																	
852	3400																																	
852	3400																																	
852	3400																																	
852	3400																																	
852	3400																																	
852	3400																																	
852	3400																																	
852	3400																																	
878	3300																																	
878	3300																																	
878	3300																																	
878	3300																																	
878	3300																																	
878	3300																																	
878	3300																																	
878	3300																																	
878	3300																																	
878	3300																																	
878	3300																																	
878	3300																																	
878	3300																																	
878	3300																																	
878	3300																																	
878	3300																																	
878	3300																																	
878	3300																																	
878	3300																																	
878	3300																																	
878	3300																																	
878	3300																																	
878	3300																																	
878	3300																																	
878	3300																																	
878	3300																																	
878	3300																																	
905	3200																																	
905	3200																																	
905	3200																																	
905	3200																																	
905	3200																																	
905	3200																																	
905	3200																																	
905	3200																																	
905	3200																																	
905	3200																																	
905	3200																																	
905	3200																																	
905	3200																																	
905	3200																																	
905	3200																																	
905	3200																																	
905	3200																																	
905	3200																																	
905	3200																																	
905	3200																																	
905	3200																																	
905	3200																																	
905	3200																																	
905	3200																																	
905	3200																																	
905	3200																																	
905	3200																																	
905	3200																																	
905	3200																																	
905	3200																																	
905	3200																																	
905	3200																																	
905	3200																																	
905	3200																																	
905	3200																																	
905	3200																																	
905	3200																																	
905	3200																																	
905	3200																																	
905	3200																																	
905	3200																																	
905	3200																																	
905	3200																																	
905	3200																																	
949	3100																																	
949	3100																																	
949	3100																																	
949	3100																																	
949	3100																																	
949	3100																																	
949	3100																																	
949	3100																																	
949	3100																																	
949	3100																																	
949	3100																																	
949	3100																																	
949	3100																																	
949	3100																																	
949	3100																																	
949	3100																																	
949	3100																																	
949	3100																																	
949	3100																																	
949	3100																																	
949	3100																																	
949	3100																																	
949	3100																																	
949	3100																																	
949	3100																																	
949	3100																																	
949	3100																																	
949	3100																																	
949	3100																																	
949	3100																																	
949	3100																																	
949	3100																																	
949	3100																																	
982	3000																																	
982	3000																																	
982	3000																																	
982	3000																																	
982	3000																																	
982	3000																																	
982	3000																																	
982	3000																																	
982	3000																																	
982	3000																																	
982	3000																																	
982	3000																																	
982	3000																																	
982	3000																																	
982	3000																																	
982	3000																																	
982	3000																																	
982	3000																																	
982	3000																																	
982	3000																																	
982	3000																																	
982	3000																																	
982	3000																																	
982	3000																																	
982	3000																																	
982	3000																																	
982	3000																																	
982	3000																																	
982	3000																																	
982	3000																																	
982	3000																																	
982	3000																																	
982	3000																																	
982	3000																																	
982	3000																																	
982	3000																																	
982	3000																																	
982	3000																																	
982	3000																																	
982	3000																																	
982	3000																																	
982	3000																																	
982	3000																																	
982	3000																																	
982	3000																																	
1027	2900																																	
1027	2900																																	
1027	2900																																	
1027	2900																																	
1027	2900																																	
1027	2900																																	
1027	2900																																	
1027	2900																																	
1027	2900																																	
1027	2900																																	
1027	2900																																	
1027	2900																																	
1027	2900																																	
1027	2900																																	
1027	2900																																	
1027	2900																																	
1027	2900																																	
1027	2900																																	
1027	2900																																	
1027	2900																																	
1027	2900																																	
1027	2900																																	
1027	2900																																	
1027	2900																																	
1027	2900																																	
1027	2900																																	
1027	2900																																	
1027	2900																																	
1027	2900																																	
1027	2900																																	
1027	2900																																	
1027	2900																																	
1027	2900																																	
1027	2900																																	
1027	2900																																	
1027	2900																																	
1027	2900																																	
1027	2900																																	
1027	2900																																	
1027	2900																																	
1067	2800																																	
1067	2800																																	
1067	2800																																	
1067	2800																																	
1067	2800																																	
1067	2800																																	
1067	2800																																	
1067	2800																																	
1067	2800																																	
1067	2800																																	
1067	2800																																	
1067	2800																																	
1067	2800																																	
1067	2800																																	
1067	2800																																	
1067	2800																																	
1067	2800																																	
1067	2800																																	
1067	2800																																	
1067	2800																																	
1067	2800																																	
1067	2800																																	
1067	2800																																	
1067	2800																																	
1067	2800																																	
1067	2800																																	
1067	2800																																	
1067	2800																																	
1067	2800																																	
1067	2800																																	
1067	2800																																	
1067	2800																																	
1067	2800																																	
1067	2800																																	
1067	2800																																	
1067	2800																																	
1067	2800																																	
1104	2700																																	
1104	2700																																	
1104	2700																																	
1104	2700																																	
1104	2700																																	
1104	2700																																	
1104	2700																																	
1104	2700																																	
1104	2700																																	
1104	2700																																	
1104	2700																																	
1104	2700																																	
1104	2700																																	
1104	2700																																	
1104	2700																																	
1104	2700																																	
1104	2700																																	
1104	2700																																	
1104	2700																																	
1104	2700																																	
1104	2700																																	
1104	2700																																	
1104	2700																																	
1104	2700																																	
1104	2700																																	
1104	2700																																	
1104	2700																																	
1104	2700																																	
1104	2700																																	
1104	2700																																	
1104	2700																																	
1104	2700																																	
1104	2700																																	
1104	2700																																	
1104	2700																																	
1104	2700																																	
1104	2700																																	
1104	2700																																	
1104	2700																																	
1104	2700																																	
1104	2700																																	
1104	2700																																	
1104	2700																																	
1104	2700																																	
1104	2700																																	
1104	2700																																	
1104	2700																																	
1104	2700																																	
1104	2700																																	
1104	2700																																	
1104	2700																																	
1104	2700																																	
1104	2700																																	
1104	2700																																	
1104	2700																																	
1104	2700																																	
1104	2700																																	
1104	2700																																	
1104	2700																																	
1104	2700																																	
1164	2600																																	
1164	2600																																	
1164	2600																																	
1164	2600																																	
1164	2600																																	
1164	2600																																	
1164	2600																																	
1164	2600																																	
1164	2600																																	
1164	2600																																	
1164	2600																																	
1164	2600																																	
1164	2600																																	
1164	2600																																	
1164	2600																																	
1164	2600																																	
1164	2600																																	
1164	2600																																	
1164	2600																																	
1164	2600																																	
1164	2600																																	
1164	2600																																	
1164	2600																																	
1164	2600																																	
1164	2600																																	
1164	2600																																	
1164	2600																																	
1164	2600																																	
1164	2600																																	
1164	2600																																	
1164	2600																																	
1164	2600																																	
1164	2600																																	
1164	2600																																	
1164	2600																																	
1164	2600																																	
1164	2600																																	
1164	2600																																	
1164	2600																																	
1164	2600																																	
1164	2600																																	
1164	2600																																	
1164	2600																																	
1164	2600																																	
1164	2600																																	
1164	2600																																	
1164	2600																																	
1164	2600																																	
1164	2600																																	
1164	2600																																	
1164	2600																																	
1164	2600																																	
1164	2600																																	
1217	2500																																	
1217	2500																																	
1217	2500																																	
1217	2500																																	
1217	2500																																	
1217	2500																																	
1217	2500																																	
1217	2500																																	
1217	2500																																	
1217	2500																																	
1217	2500																																	
1217	2500																																	
1217	2500																																	
1217	2500																																	
1217	2500																																	
1217	2500																																	
1217	2500																																	
1217	2500																																	
1217	2500																																	
1217	2500																																	
1217	2500																																	
1217	2500																																	
1217	2500																																	
1217	2500																																	
1217	2500																																	
1217	2500																																	
1217	2500																																	
1217	2500																																	
1217	2500																																	
1217	2500																																	
1217	2500																																	
1217	2500																																	
1217	2500																																	
1217	2500																																	
1217	2500																																	
1217	2500																																	
1217	2500																																	
1217	2500																																	
1217	2500																																	
1217	2500																																	
1217	2500																																	
1217	2500																																	
1217	2500																																	
1217	2500																																	
1217	2500																																	
1217	2500																																	
1217	2500																																	
1217	2500																																	
1217	2500																																	
1217	2500																																	
1217	2500																																	
1217	2500																																	
1217	2500																																	
1217	2500																																	
1217	2500																																	
1272	2400																																	
1272	2400																																	
1272	2400																																	
1272	2400																																	
1272	2400																																	
1272	2400																																	
1272	2400																																	
1272	2400																																	
1272	2400																																	
1272	2400																																	
1272	2400																																	
1272	2400																																	
1272	2400																																	
1272	2400																																	
1272	2400																																	
1272	2400																																	
1272	2400																																	
1272	2400																																	
1272	2400																																	
1272	2400																																	
1272	2400																																	
1272	2400																																	
1272	2400																																	
1272	2400																																	
1272	2400																																	
1272	2400																																	
1272	2400																																	
1272	2400																																	
1272	2400																																	
1272	2400																																	
1272	2400																																	
1272	2400																																	
1272	2400																																	
1272	2400																																	
1272	2400																																	
1272	2400																																	
1272	2400																																	
1272	2400																																	
1272	2400																																	
1272	2400																																	
1312	2300																																	
1312	2300																																	
1312	2300																																	
1312	2300																																	
1312	2300																																	
1312	2300																																	
1312	2300																																	
1312	2300																																	
1312	2300																																	
1312	2300																																	
1312	2300																																	
1312	2300																																	
1312	2300																																	
1312	2300																																	
1312	2300																																	
1312	2300																																	
1312	2300																																	
1312	2300																																	
1312	2300																																	
1312	2300																																	
1312	2300																																	
1312	2300																																	
1312	2300																																	
1312	2300																																	
1312	2300																																	
1312	2300																																	
1312	2300																																	
1312	2300																																	
1312	2300																																	
1312	2300																																	
1312	2300																																	
1312	2300																																	
1312	2300																																	
1312	2300																																	
1312	2300																																	
1312	2300																																	
1312	2300																																	
1312	2300																																	
1312	2300																																	
1312	2300																																	
1312	2300																																	
1312	2300																																	
1312	2300																																	
1312	2300																																	
1312	2300																																	
1312	2300																																	
1312	2300																																	
1312	2300																																	
1312	2300																																	
1312	2300																																	
1312	2300																																	
1312	2300																																	
1312	2300																																	
1312	2300																																	
1312	2300																																	
1312	2300																																	
1368	2200																																	
1368	2200																																	
1368	2200																																	
1368	2200																																	
1368	2200																																	
1368	2200																																	
1368	2200																																	
1368	2200																																	
1368	2200																																	
1368	2200																																	
1368	2200																																	
1368	2200																																	
1368	2200																																	
1368	2200																																	
1368	2200																																	
1368	2200																																	
1368	2200																																	
1368	2200																																	
1368	2200																																	
1368	2200																																	
1368	2200																																	
1368	2200																																	
1368	2200																																	
1368	2200																																	
1368	2200																																	
1368	2200																																	
1368	2200																																	
1368	2200																																	
1368	2200																																	
1368	2200																																	
1368	2200																																	
1368	2200																																	
1368	2200																																	
1368	2200																																	
1368	2200																																	
1368	2200																																	
1368	2200																																	
1368	2200																																	
1368	2200																																	
1368	2200																																	
1368	2200																																	
1368	2200																																	
1368	2200																																	
1368	2200																																	
1368	2200																																	
1368	2200																																	
1368	2200																																	
1368	2200																																	
1368	2200																																	
1368	2200																																	
1368	2200																																	
1368	2200																																	
1368	2200																																	
1368	2200																																	
1368	2200																																	
1368	2200																																	
1368	2200																																	
1368	2200																																	
1368	2200																																	
1368	2200																																	
1368	2200																																	
1368	2200																																	
1368	2200																																	
1368	2200																																	
1368	2200																																	
1368	2200																																	
1434	2100																																	
1434	2100																																	
1434	2100																																	
1434	2100																																	
1434	2100																																	
1434	2100																																	
1434	2100																																	
1434	2100																																	
1434	2100																																	
1434	2100																																	
1434	2100																																	
1434	2100																																	
1434	2100																																	
1434	2100																																	
1434	2100																																	
1434	2100																																	
1434	2100																																	
1434	2100																																	
1434	2100																																	
1434	2100																																	
1434	2100																																	
1434	2100																																	
1434	2100																																	
1434	2100																																	
1434	2100																																	
1434	2100																																	
1434	2100																																	
1434	2100																																	
1434	2100																																	
1434	2100																																	
1434	2100																																	
1434	2100																																	
1434	2100																																	
1434	2100																																	
1434	2100																																	
1434	2100																																	
1434	2100																																	
1434	2100																																	
1434	2100																																	
1434	2100																																	
1434	2100																																	
1434	2100																																	
1434	2100																																	
1434	2100																																	
1434	2100																																	
1434	2100																																	
1434	2100																																	
1434	2100																																	
1434	2100																																	
1434	2100																																	
1434	2100																																	
1434	2100																																	
1434	2100																																	
1434	2100																																	
1434	2100																																	
1434	2100																																	
1434	2100																																	
1434	2100																																	
1434	2100																																	
1434	2100																																	
1434	2100																																	
1434	2100																																	
1434	2100																																	
1434	2100																																	
1434	2100																																	
1434	2100																																	
1434	2100																																	
1434	2100																																	
1434	2100																																	
1434	2100																																	
1434	2100																																	
1434	2100																																	
1434	2100																																	
1434	2100																																	
1434	2100																																	
1434	2100																																	
1434	2100																																	
1434	2100																																	
1434	2100																																	
1434	2100																																	
1434	2100																																	
1434	2100																																	
1516	2000																																	
1516	2000																																	
1516	2000																																	
1516	2000																																	
1516	2000																																	
1516	2000																																	
1516	2000																																	
1516	2000																																	
1516	2000																																	
1516	2000																																	
1516	2000																																	
1516	2000																																	
1516	2000																																	
1516	2000																																	
1516	2000																																	
1516	2000																																	
1516	2000																																	
1516	2000																																	
1516	2000																																	
1516	2000																																	
1516	2000																																	
1516	2000																																	
1516	2000																																	
1516	2000																																	
1516	2000																																	
1516	2000																																	
1516	2000																																	
1516	2000																																	
1516	2000																																	
1516	2000																																	
1516	2000																																	
1516	2000																																	
1516	2000																																	
1516	2000																																	
1516	2000																																	
1516	2000																																	
1516	2000																																	
1516	2000																																	
1516	2000																																	
1516	2000																																	
1516	2000																																	
1516	2000																																	
1516	2000																																	
1516	2000																																	
1516	2000																																	
1516	2000																																	
1516	2000																																	
1516	2000																																	
1516	2000																																	
1516	2000																																	
1516	2000																																	
1516	2000																																	
1516	2000																																	
1516	2000																																	
1516	2000																																	
1516	2000																																	
1516	2000																																	
1516	2000																																	
1516	2000																																	
1575	1900																																	
1575	1900																																	
1575	1900																																	
1575	1900																																	
1575	1900																																	
1575	1900																																	
1575	1900																																	
1575	1900																																	
1575	1900																																	
1575	1900																																	
1575	1900																																	
1575	1900																																	
1575	1900																																	
1575	1900																																	
1575	1900																																	
1575	1900																																	
1575	1900																																	
1575	1900																																	
1575	1900																																	
1575	1900																																	
1575	1900																																	
1575	1900																																	
1575	1900																																	
1575	1900																																	
1575	1900																																	
1575	1900																																	
1575	1900																																	
1575	1900																																	
1575	1900																																	
1575	1900																																	
1575	1900																																	
1575	1900																																	
1575	1900																																	
1575	1900																																	
1575	1900																																	
1575	1900																																	
1575	1900																																	
1575	1900																																	
1575	1900																																	
1575	1900																																	
1575	1900																																	
1575	1900																																	
1575	1900																																	
1575	1900																																	
1575	1900																																	
1575	1900																																	
1575	1900																																	
1575	1900																																	
1575	1900																																	
1575	1900																																	
1575	1900																																	
1575	1900																																	
1575	1900																																	
1575	1900																																	
1575	1900																																	
1575	1900																																	
1575	1900																																	
1575	1900																																	
1575	1900																																	
1575	1900																																	
1575	1900																																	
1575	1900																																	
1575	1900																																	
1575	1900																																	
1575	1900																																	
1575	1900																																	
1575	1900																																	
1575	1900																																	
1575	1900																																	
1575	1900																																	
1575	1900																																	
1575	1900																																	
1647	1800																																	
1647	1800																																	
1647	1800																																	
1647	1800																																	
1647	1800																																	
1647	1800																																	
1647	1800																																	
1647	1800																																	
1647	1800																																	
1647	1800																																	
1647	1800																																	
1647	1800																																	
1647	1800																																	
1647	1800																																	
1647	1800																																	
1647	1800																																	
1647	1800																																	
1647	1800																																	
1647	1800																																	
1647	1800																																	
